STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,MONTH,DAY_WEEK,ROUTE,MAN_COLL,DRUNK_DR,FATALS
California,60001,1,1,0,0,January,Sunday,3,0,0,2
California,60002,2,2,0,0,January,Thrusday,3,2,0,2
California,60003,2,2,0,0,January,Thrusday,9,6,0,1
California,60005,3,3,0,0,January,Saturday,1,1,1,1
California,60006,1,1,0,0,January,Tuesday,9,0,0,1
California,60007,1,1,0,1,January,Thrusday,1,0,0,1
California,60008,1,1,0,0,January,Saturday,3,0,0,1
California,60009,2,2,0,0,January,Saturday,9,6,0,1
California,60010,2,2,0,0,January,Saturday,2,2,0,1
California,60011,1,1,0,1,January,Wednesday,9,0,0,1
California,60012,2,2,0,0,January,Wednesday,9,6,0,1
California,60013,2,2,0,0,January,Monday,3,2,1,1
California,60014,1,1,0,0,January,Saturday,1,0,1,1
California,60015,2,2,0,0,January,Sunday,9,6,2,1
California,60016,3,3,0,0,January,Thrusday,6,2,0,1
California,60017,2,2,0,0,January,Tuesday,2,6,0,1
California,60018,1,1,0,1,January,Monday,1,0,0,1
California,60019,1,1,0,0,January,Monday,3,0,0,1
California,60020,1,1,0,0,January,Monday,1,0,0,1
California,60021,1,1,0,1,January,Tuesday,1,0,0,1
California,60022,2,2,0,0,January,Friday,9,6,0,1
California,60023,1,1,0,0,January,Monday,9,0,0,1
California,60024,1,1,0,0,January,Thrusday,3,0,0,1
California,60025,3,3,0,0,January,Friday,3,2,0,1
California,60026,1,1,0,0,January,Sunday,1,0,1,1
California,60027,1,1,0,0,January,Thrusday,1,0,0,1
California,60028,2,2,0,1,January,Saturday,3,0,0,1
California,60029,2,2,0,0,January,Wednesday,3,2,0,1
California,60030,2,2,0,0,February,Thrusday,6,6,1,1
California,60031,1,1,0,0,January,Tuesday,1,0,1,1
California,60032,2,2,0,0,February,Sunday,6,2,0,2
California,60033,1,1,0,0,February,Saturday,6,0,1,1
California,60034,4,4,0,1,January,Monday,1,0,0,1
California,60035,1,1,0,0,January,Saturday,9,0,1,1
California,60036,2,2,0,0,January,Sunday,1,2,1,6
California,60037,1,1,0,1,January,Monday,1,0,0,1
California,60038,1,1,0,1,January,Friday,9,0,0,1
California,60039,1,1,0,0,January,Tuesday,9,0,0,1
California,60040,2,2,0,0,February,Saturday,3,6,0,2
California,60041,1,1,0,0,January,Tuesday,3,0,1,1
California,60042,1,1,0,0,January,Wednesday,9,0,1,2
California,60043,2,2,0,1,January,Monday,3,6,0,1
California,60044,1,1,0,0,January,Monday,9,0,1,1
California,60045,1,1,0,0,January,Monday,1,0,1,1
California,60046,2,2,0,0,January,Wednesday,3,2,0,1
California,60047,1,1,0,0,January,Friday,1,0,0,1
California,60048,1,1,0,0,January,Tuesday,9,0,0,1
California,60049,1,1,0,1,January,Thrusday,3,0,0,1
California,60050,2,2,0,0,January,Wednesday,9,0,0,1
California,60051,1,1,0,0,January,Saturday,1,0,1,2
California,60052,1,1,0,0,January,Monday,9,0,0,1
California,60053,1,1,0,0,January,Tuesday,9,0,0,1
California,60054,1,1,0,0,February,Thrusday,3,0,1,1
California,60055,3,3,0,0,January,Friday,3,2,0,1
California,60056,1,1,0,0,January,Wednesday,1,0,0,1
California,60057,3,3,0,0,January,Friday,3,8,0,1
California,60058,1,1,0,1,January,Saturday,1,0,0,1
California,60059,2,2,0,2,January,Monday,1,0,0,2
California,60060,3,3,0,0,January,Monday,1,6,1,1
California,60061,1,1,0,0,January,Tuesday,9,0,0,1
California,60062,1,1,0,0,January,Friday,3,0,0,1
California,60063,1,1,0,1,January,Monday,9,0,0,1
California,60064,1,1,0,0,January,Saturday,6,0,1,1
California,60065,1,1,0,0,January,Thrusday,1,0,1,1
California,60066,1,1,0,1,January,Saturday,9,0,0,1
California,60067,2,2,0,0,January,Tuesday,3,6,0,2
California,60068,1,1,0,1,January,Wednesday,3,0,0,1
California,60069,1,1,0,0,January,Saturday,2,0,1,1
California,60070,1,1,0,0,January,Tuesday,1,0,0,1
California,60071,1,1,0,0,January,Tuesday,1,0,0,1
California,60072,2,2,0,0,January,Thrusday,9,6,0,1
California,60073,1,1,0,0,January,Monday,1,0,0,1
California,60074,1,1,0,1,January,Friday,9,0,0,1
California,60075,1,1,0,1,February,Thrusday,9,0,0,1
California,60076,1,1,0,0,January,Wednesday,2,0,0,1
California,60077,2,2,0,0,February,Sunday,9,2,1,1
California,60078,1,1,0,0,February,Friday,6,0,0,1
California,60079,1,1,0,0,January,Wednesday,3,0,0,1
California,60080,1,1,0,0,January,Sunday,9,0,1,1
California,60081,2,2,0,0,January,Thrusday,3,2,0,1
California,60082,1,1,0,1,January,Thrusday,1,0,0,1
California,60083,1,1,0,0,January,Monday,9,0,0,1
California,60084,3,3,0,0,January,Wednesday,9,1,0,1
California,60085,1,1,0,0,January,Sunday,3,0,1,1
California,60086,1,1,0,0,January,Sunday,1,0,1,1
California,60087,2,2,0,0,January,Saturday,3,2,1,2
California,60088,2,2,0,0,January,Wednesday,3,6,0,1
California,60089,1,1,0,0,February,Monday,3,0,0,1
California,60090,1,1,0,0,February,Tuesday,9,0,0,1
California,60091,2,2,0,0,February,Thrusday,9,6,1,2
California,60092,1,1,0,1,February,Tuesday,3,0,0,1
California,60093,1,1,0,0,February,Thrusday,1,0,0,1
California,60094,2,2,0,0,January,Wednesday,1,1,0,1
California,60095,2,1,1,1,February,Monday,3,0,0,1
California,60096,1,1,0,1,January,Monday,1,0,0,1
California,60097,3,3,0,0,January,Sunday,1,1,0,1
California,60098,1,1,0,0,February,Saturday,6,0,1,1
California,60100,2,2,0,0,January,Wednesday,9,6,0,1
California,60101,3,3,0,0,February,Monday,3,2,1,3
California,60102,3,3,0,0,January,Saturday,3,8,1,1
California,60104,3,1,2,0,January,Monday,9,0,0,1
California,60105,3,2,1,0,January,Thrusday,3,2,0,1
California,60106,1,1,0,0,January,Wednesday,9,0,1,1
California,60107,1,1,0,1,January,Sunday,6,0,0,1
California,60108,1,1,0,1,January,Tuesday,9,0,0,1
California,60109,2,2,0,0,January,Monday,9,6,1,1
California,60110,1,1,0,0,January,Friday,3,0,1,1
California,60111,1,1,0,0,January,Tuesday,9,0,1,1
California,60112,1,1,0,1,January,Tuesday,1,0,0,1
California,60113,1,1,0,0,January,Tuesday,9,0,1,1
California,60114,2,2,0,0,January,Tuesday,9,2,0,1
California,60115,1,1,0,0,January,Saturday,3,0,0,1
California,60116,1,1,0,1,January,Saturday,9,0,0,1
California,60117,3,3,0,1,January,Monday,3,6,0,1
California,60118,2,2,0,0,January,Sunday,9,6,2,1
California,60119,4,4,0,0,January,Monday,2,7,1,1
California,60120,1,1,0,0,January,Tuesday,9,0,1,1
California,60121,1,1,0,1,January,Saturday,3,0,0,1
California,60122,4,1,3,0,January,Thrusday,9,0,0,1
California,60123,8,8,0,0,January,Tuesday,1,1,0,1
California,60124,4,4,0,0,January,Tuesday,1,7,0,1
California,60125,1,1,0,1,January,Monday,3,0,0,1
California,60126,1,1,0,1,January,Thrusday,6,0,0,1
California,60127,2,2,0,0,January,Saturday,6,6,1,1
California,60128,1,1,0,1,February,Tuesday,9,0,0,1
California,60129,1,1,0,1,February,Thrusday,9,0,0,1
California,60130,2,2,0,0,February,Sunday,3,6,0,1
California,60131,1,1,0,1,February,Monday,3,0,0,1
California,60132,2,2,0,0,February,Friday,9,2,0,1
California,60133,1,1,0,0,February,Tuesday,9,0,1,1
California,60134,2,2,0,0,February,Monday,9,2,0,1
California,60135,2,2,0,0,February,Thrusday,2,8,0,1
California,60136,1,1,0,0,February,Monday,9,0,0,1
California,60137,2,2,0,0,February,Friday,3,2,0,2
California,60138,1,1,0,0,March,Thrusday,9,0,0,1
California,60139,2,2,0,0,February,Wednesday,9,0,0,1
California,60140,1,1,0,0,March,Friday,3,0,1,1
California,60141,2,2,0,0,February,Sunday,1,2,1,1
California,60143,1,1,0,0,February,Sunday,2,0,1,1
California,60144,1,1,0,0,January,Wednesday,9,0,0,1
California,60145,1,1,0,1,January,Monday,1,0,0,1
California,60147,2,2,0,0,February,Saturday,3,7,1,1
California,60148,1,1,0,0,February,Friday,2,0,0,1
California,60149,1,1,0,1,February,Saturday,6,0,0,1
California,60150,1,1,0,1,February,Saturday,6,0,0,1
California,60151,1,1,0,1,March,Saturday,3,0,0,1
California,60152,1,1,0,1,January,Friday,9,0,0,1
California,60153,1,1,0,1,January,Wednesday,9,0,0,1
California,60154,2,2,0,0,March,Saturday,6,2,2,1
California,60155,1,1,0,0,February,Wednesday,9,0,0,1
California,60156,1,1,0,0,February,Monday,9,0,0,1
California,60157,1,1,0,1,February,Wednesday,9,0,0,1
California,60158,1,1,0,0,February,Wednesday,2,0,0,1
California,60159,4,4,0,0,February,Sunday,3,2,0,1
California,60160,2,2,0,0,February,Sunday,3,2,1,1
California,60161,1,1,0,1,February,Tuesday,9,0,0,1
California,60162,1,1,0,1,January,Thrusday,9,0,0,1
California,60163,1,1,0,0,February,Sunday,1,0,0,1
California,60164,2,2,0,1,January,Thrusday,9,0,0,1
California,60165,1,1,0,0,February,Friday,9,0,1,1
California,60166,2,2,0,0,January,Friday,3,2,1,1
California,60167,1,1,0,1,February,Sunday,3,0,0,1
California,60168,2,2,0,0,January,Thrusday,9,6,1,1
California,60169,1,1,0,1,February,Friday,3,0,0,1
California,60170,1,1,0,0,January,Saturday,2,0,0,1
California,60171,2,2,0,0,January,Tuesday,9,0,0,1
California,60172,2,2,0,0,January,Friday,3,2,2,1
California,60173,1,1,0,0,February,Thrusday,1,0,1,1
California,60174,2,2,0,0,January,Wednesday,1,0,0,1
California,60175,1,1,0,0,January,Sunday,1,0,0,1
California,60176,3,3,0,1,January,Friday,1,6,0,2
California,60177,3,3,0,0,January,Sunday,1,0,0,1
California,60178,2,1,1,0,March,Friday,3,0,1,1
California,60179,1,1,0,0,February,Thrusday,9,0,1,1
California,60180,1,1,0,1,April,Sunday,9,0,0,1
California,60181,1,1,0,1,January,Monday,6,0,0,1
California,60182,1,1,0,1,January,Wednesday,3,0,0,1
California,60183,2,2,0,0,March,Saturday,9,6,1,2
California,60184,1,1,0,1,February,Tuesday,9,0,0,1
California,60185,1,1,0,1,March,Monday,6,0,0,1
California,60186,2,2,0,0,January,Saturday,9,0,0,1
California,60187,2,2,0,0,March,Monday,3,2,0,1
California,60188,2,2,0,0,March,Tuesday,1,6,0,1
California,60189,2,2,0,0,March,Saturday,9,6,0,1
California,60190,1,1,0,1,March,Sunday,9,0,0,1
California,60191,2,2,0,0,March,Friday,3,0,1,1
California,60192,1,1,0,0,March,Friday,1,0,1,1
California,60193,1,1,0,0,March,Friday,3,0,0,1
California,60194,2,2,0,0,March,Saturday,2,1,0,1
California,60195,1,1,0,0,March,Saturday,3,0,0,1
California,60196,1,1,0,1,April,Sunday,1,0,0,1
California,60197,2,2,0,1,March,Monday,2,1,0,1
California,60198,1,1,0,0,February,Saturday,1,0,0,1
California,60199,2,2,0,0,January,Monday,9,6,0,1
California,60200,2,2,0,0,March,Wednesday,6,2,0,1
California,60201,1,1,0,0,January,Thrusday,6,0,0,1
California,60202,1,1,0,1,January,Friday,6,0,0,1
California,60203,1,1,0,0,January,Monday,9,0,0,1
California,60204,1,1,0,1,January,Monday,6,0,0,1
California,60205,1,1,0,1,January,Sunday,9,0,0,1
California,60206,1,1,0,0,March,Thrusday,3,0,1,1
California,60207,1,1,0,0,January,Sunday,9,0,1,1
California,60208,2,2,0,0,February,Friday,3,1,1,1
California,60209,1,1,0,0,February,Tuesday,3,0,1,1
California,60210,2,1,1,0,February,Wednesday,1,0,0,1
California,60211,1,1,0,0,February,Monday,1,0,0,1
California,60212,2,2,0,0,January,Friday,9,6,1,1
California,60213,1,1,0,0,January,Sunday,2,0,1,1
California,60214,1,1,0,0,January,Sunday,3,0,0,1
California,60215,1,1,0,1,February,Thrusday,9,0,0,1
California,60216,1,1,0,0,January,Saturday,9,0,0,1
California,60217,1,1,0,1,January,Tuesday,2,0,0,1
California,60218,2,2,0,0,January,Monday,3,2,1,1
California,60219,1,1,0,1,January,Wednesday,3,0,1,1
California,60220,1,1,0,1,January,Tuesday,1,0,0,1
California,60221,3,3,0,0,January,Wednesday,9,2,0,1
California,60222,1,1,0,0,February,Monday,3,0,1,1
California,60223,2,2,0,1,February,Saturday,1,1,1,1
California,60224,1,1,0,1,February,Tuesday,9,0,0,1
California,60225,2,2,0,0,January,Friday,9,2,0,1
California,60226,1,1,0,0,January,Saturday,3,0,1,2
California,60227,3,3,0,0,February,Sunday,1,1,0,1
California,60228,2,2,0,0,January,Wednesday,9,1,0,1
California,60229,2,1,1,0,March,Monday,6,0,0,1
California,60230,1,1,0,1,January,Monday,6,0,0,1
California,60231,3,3,0,1,February,Sunday,9,0,1,1
California,60232,1,1,0,1,March,Tuesday,6,0,0,1
California,60233,2,2,0,0,January,Tuesday,6,2,0,1
California,60234,2,2,0,0,January,Saturday,9,1,1,1
California,60235,1,1,0,1,January,Wednesday,6,0,0,1
California,60236,1,1,0,0,January,Thrusday,6,0,0,1
California,60237,1,1,0,1,April,Friday,9,0,0,1
California,60238,1,1,0,1,January,Monday,9,0,0,1
California,60239,1,1,0,0,February,Saturday,9,0,0,1
California,60240,1,1,0,0,February,Wednesday,9,0,0,2
California,60241,2,1,1,1,March,Sunday,1,0,1,1
California,60242,1,1,0,1,March,Tuesday,3,0,0,1
California,60243,1,1,0,0,March,Friday,9,0,1,1
California,60244,2,2,0,0,March,Tuesday,9,2,0,1
California,60245,3,3,0,0,April,Monday,3,1,0,1
California,60246,1,1,0,0,March,Sunday,9,0,1,1
California,60247,1,1,0,0,March,Saturday,3,0,0,1
California,60248,1,1,0,1,March,Saturday,1,0,0,1
California,60249,1,1,0,0,April,Sunday,9,0,1,1
California,60250,1,1,0,0,April,Thrusday,1,0,0,1
California,60251,1,1,0,0,March,Saturday,9,0,1,1
California,60252,3,3,0,0,March,Friday,3,2,0,1
California,60253,2,2,0,0,April,Wednesday,3,2,0,1
California,60254,2,2,0,0,March,Friday,9,1,1,1
California,60255,2,2,0,0,January,Thrusday,6,6,0,1
California,60256,1,1,0,0,January,Tuesday,9,0,0,1
California,60257,2,2,0,0,January,Tuesday,6,6,0,1
California,60258,1,1,0,1,January,Friday,6,0,0,1
California,60259,2,2,0,1,January,Friday,6,0,0,1
California,60260,1,1,0,1,January,Tuesday,9,0,0,1
California,60261,1,1,0,1,January,Saturday,6,0,0,1
California,60262,1,1,0,1,March,Saturday,9,0,0,1
California,60263,3,3,0,0,January,Friday,6,7,1,1
California,60264,1,1,0,0,January,Monday,9,0,0,1
California,60265,1,1,0,0,February,Thrusday,9,0,1,1
California,60266,1,1,0,0,February,Sunday,9,0,0,1
California,60267,1,1,0,1,February,Monday,3,0,0,1
California,60268,1,1,0,1,January,Thrusday,3,0,0,1
California,60269,1,1,0,0,January,Thrusday,1,0,1,1
California,60270,2,2,0,0,February,Sunday,3,2,0,1
California,60271,2,2,0,0,January,Wednesday,3,6,0,1
California,60272,3,3,0,0,February,Sunday,3,7,1,1
California,60273,1,1,0,2,February,Saturday,9,0,0,1
California,60274,5,5,0,0,February,Saturday,3,1,2,1
California,60275,2,2,0,0,February,Friday,3,2,1,1
California,60276,2,2,0,0,March,Friday,3,6,0,1
California,60277,2,2,0,0,February,Saturday,9,6,1,1
California,60278,1,1,0,0,February,Friday,9,0,0,1
California,60279,1,1,0,0,February,Saturday,1,0,1,1
California,60280,2,2,0,0,January,Sunday,3,1,1,1
California,60281,1,1,0,0,January,Sunday,9,0,0,1
California,60282,1,1,0,1,January,Friday,9,0,0,1
California,60283,2,2,0,0,January,Friday,9,6,0,1
California,60284,2,2,0,0,January,Saturday,9,6,1,1
California,60285,1,1,0,0,January,Sunday,9,0,1,1
California,60286,1,1,0,1,February,Thrusday,6,0,0,1
California,60287,2,1,1,1,January,Sunday,9,0,0,1
California,60288,2,2,0,0,February,Sunday,9,6,0,1
California,60290,1,1,0,1,January,Monday,9,0,0,1
California,60291,2,2,0,0,January,Tuesday,9,6,0,1
California,60292,1,1,0,1,January,Monday,9,0,0,1
California,60293,1,1,0,1,February,Saturday,6,0,0,1
California,60294,1,1,0,1,January,Monday,9,0,0,1
California,60295,1,1,0,0,March,Sunday,9,0,1,1
California,60296,1,1,0,0,March,Saturday,3,0,0,1
California,60297,2,2,0,0,April,Tuesday,9,6,0,1
California,60298,1,1,0,0,April,Friday,9,0,0,1
California,60299,1,1,0,0,March,Monday,9,0,1,1
California,60300,2,2,0,0,March,Sunday,3,6,1,1
California,60301,2,2,0,0,March,Tuesday,9,6,0,1
California,60302,1,1,0,0,April,Thrusday,1,0,0,1
California,60303,3,1,2,1,March,Thrusday,9,0,0,1
California,60304,2,1,1,0,March,Sunday,9,0,0,1
California,60305,1,1,0,0,March,Sunday,9,0,0,1
California,60306,2,2,0,0,March,Friday,3,0,0,1
California,60307,1,1,0,1,March,Sunday,1,0,0,1
California,60308,1,1,0,0,March,Monday,9,0,1,1
California,60309,1,1,0,0,March,Saturday,1,0,0,3
California,60310,1,1,0,1,April,Friday,1,0,0,1
California,60311,1,1,0,0,March,Monday,9,0,1,1
California,60312,1,1,0,0,February,Sunday,1,0,1,1
California,60313,1,1,0,1,January,Monday,9,0,0,1
California,60314,2,2,0,0,January,Wednesday,6,1,0,1
California,60315,1,1,0,1,January,Friday,3,0,1,1
California,60316,1,1,0,1,January,Tuesday,9,0,0,1
California,60317,3,1,2,0,February,Monday,6,0,0,1
California,60318,1,1,0,1,February,Tuesday,6,0,0,1
California,60319,2,2,0,0,January,Wednesday,9,6,0,1
California,60320,1,1,0,1,February,Wednesday,6,0,0,1
California,60321,2,2,0,0,January,Sunday,9,6,0,1
California,60322,6,1,5,1,January,Friday,9,0,0,1
California,60323,2,2,0,0,January,Wednesday,6,6,0,1
California,60324,2,2,0,0,January,Wednesday,9,6,0,1
California,60325,1,1,0,1,January,Monday,6,0,1,1
California,60326,2,2,0,1,February,Friday,6,0,0,1
California,60327,1,1,0,1,January,Tuesday,9,0,0,1
California,60328,1,1,0,0,January,Wednesday,9,0,0,1
California,60329,1,1,0,1,January,Saturday,9,0,0,1
California,60330,2,2,0,0,May,Monday,9,6,0,1
California,60331,3,3,0,0,May,Thrusday,2,1,0,1
California,60332,1,1,0,0,April,Wednesday,9,0,1,1
California,60333,2,2,0,0,May,Friday,3,6,0,1
California,60334,2,2,0,0,April,Wednesday,9,6,0,1
California,60335,1,1,0,0,May,Saturday,9,0,1,2
California,60336,1,1,0,0,May,Sunday,1,0,0,1
California,60337,1,1,0,0,May,Wednesday,1,0,0,1
California,60338,2,2,0,0,May,Wednesday,3,8,1,1
California,60340,3,3,0,0,May,Saturday,3,8,1,1
California,60341,3,3,0,0,February,Friday,1,0,0,1
California,60342,1,1,0,1,May,Monday,9,0,0,1
California,60343,1,1,0,0,February,Sunday,9,0,1,2
California,60344,1,1,0,1,January,Tuesday,9,0,0,1
California,60345,1,1,0,1,January,Saturday,9,0,0,1
California,60346,2,2,0,0,February,Monday,6,2,1,2
California,60347,3,2,1,0,January,Wednesday,9,0,1,1
California,60348,2,2,0,0,February,Monday,6,6,0,1
California,60349,1,1,0,1,January,Thrusday,6,0,0,1
California,60350,1,1,0,1,February,Wednesday,6,0,0,1
California,60351,2,2,0,0,January,Saturday,1,11,0,1
California,60352,1,1,0,1,February,Saturday,1,0,0,1
California,60353,2,2,0,0,January,Tuesday,9,2,1,1
California,60354,1,1,0,1,January,Tuesday,9,0,0,1
California,60355,1,1,0,0,February,Monday,3,0,0,2
California,60356,1,1,0,1,January,Tuesday,9,0,1,1
California,60357,4,4,0,0,February,Friday,1,1,0,1
California,60358,1,1,0,0,January,Wednesday,9,0,0,1
California,60359,2,2,0,0,February,Tuesday,1,6,0,1
California,60360,2,2,0,0,February,Tuesday,1,7,0,2
California,60361,2,2,0,0,February,Sunday,3,0,0,1
California,60362,2,2,0,0,February,Friday,2,11,0,1
California,60363,2,1,1,0,February,Friday,9,0,0,1
California,60364,1,1,0,0,March,Saturday,1,0,0,1
California,60365,1,1,0,1,March,Wednesday,9,0,0,1
California,60366,2,1,1,1,February,Wednesday,9,0,0,1
California,60367,1,1,0,0,March,Wednesday,3,0,0,1
California,60368,2,2,0,0,March,Sunday,1,6,1,2
California,60369,1,1,0,0,March,Wednesday,9,0,0,1
California,60370,1,1,0,0,March,Thrusday,3,0,1,1
California,60371,1,1,0,0,March,Tuesday,3,0,1,1
California,60372,1,1,0,0,March,Saturday,2,0,1,1
California,60373,2,2,0,0,March,Monday,9,6,0,1
California,60374,2,2,0,0,March,Tuesday,2,2,0,2
California,60375,2,1,1,0,March,Thrusday,1,0,0,1
California,60376,3,3,0,0,February,Friday,1,7,0,1
California,60377,2,2,0,0,January,Sunday,3,2,0,1
California,60378,1,1,0,0,March,Friday,1,0,0,1
California,60379,1,1,0,1,March,Wednesday,9,0,0,1
California,60380,1,1,0,1,February,Saturday,3,0,0,1
California,60381,1,1,0,1,March,Sunday,9,0,0,1
California,60382,1,1,0,0,January,Thrusday,1,0,1,1
California,60383,2,2,0,0,April,Tuesday,9,6,0,1
California,60384,1,1,0,0,February,Monday,1,0,1,2
California,60385,1,1,0,1,February,Friday,1,0,0,1
California,60386,1,1,0,0,March,Sunday,3,0,0,1
California,60387,4,4,0,0,May,Friday,1,7,0,1
California,60388,1,1,0,0,May,Sunday,3,0,1,1
California,60389,2,2,0,0,February,Sunday,9,6,1,1
California,60390,1,1,0,1,January,Friday,9,0,0,1
California,60391,1,1,0,1,January,Friday,3,0,0,1
California,60392,2,2,0,0,February,Saturday,9,6,0,1
California,60393,2,2,0,0,January,Wednesday,3,2,0,2
California,60394,1,1,0,0,February,Wednesday,3,0,0,1
California,60395,1,1,0,1,February,Tuesday,1,0,0,1
California,60396,1,1,0,0,February,Sunday,9,0,1,1
California,60397,1,1,0,1,January,Monday,1,0,1,1
California,60398,1,1,0,0,February,Saturday,1,0,0,1
California,60399,3,3,0,0,February,Sunday,1,1,0,1
California,60400,1,1,0,0,March,Saturday,6,0,0,1
California,60401,2,2,0,0,February,Wednesday,9,6,0,1
California,60402,1,1,0,1,March,Friday,6,0,0,1
California,60403,3,3,0,0,February,Friday,9,0,0,1
California,60404,3,3,0,0,January,Wednesday,6,6,0,2
California,60405,1,1,0,1,March,Thrusday,9,0,0,1
California,60406,1,1,0,0,March,Saturday,6,0,1,1
California,60407,3,2,1,0,March,Monday,6,0,0,1
California,60408,1,1,0,0,March,Saturday,9,0,0,1
California,60409,2,2,0,0,March,Wednesday,6,6,1,1
California,60410,1,1,0,0,January,Sunday,9,0,1,2
California,60411,8,1,7,0,February,Thrusday,9,0,1,2
California,60412,2,1,1,1,February,Saturday,3,0,0,1
California,60413,3,3,0,0,January,Sunday,3,7,2,1
California,60414,1,1,0,1,February,Saturday,9,0,0,1
California,60415,1,1,0,0,March,Thrusday,9,0,0,1
California,60416,1,1,0,0,March,Sunday,6,0,1,1
California,60417,2,2,0,1,March,Thrusday,9,0,0,1
California,60418,1,1,0,1,January,Thrusday,3,0,0,1
California,60419,1,1,0,0,April,Friday,3,0,1,1
California,60420,2,2,0,0,March,Thrusday,6,6,1,1
California,60421,1,1,0,0,February,Wednesday,9,0,0,1
California,60422,3,2,1,0,March,Thrusday,6,6,0,1
California,60423,2,1,1,0,March,Friday,6,0,0,1
California,60424,1,1,0,1,March,Saturday,9,0,1,1
California,60425,3,3,0,0,March,Friday,6,1,1,1
California,60426,1,1,0,0,February,Saturday,6,0,0,1
California,60427,2,2,0,0,June,Sunday,3,0,0,1
California,60428,2,2,0,0,January,Friday,6,2,0,1
California,60429,1,1,0,1,January,Thrusday,6,0,0,1
California,60430,1,1,0,1,January,Wednesday,9,0,0,1
California,60431,1,1,0,1,January,Friday,6,0,0,1
California,60432,2,2,0,1,February,Saturday,6,0,1,1
California,60433,1,1,0,1,April,Monday,6,0,0,1
California,60434,1,1,0,1,February,Saturday,9,0,0,1
California,60435,1,1,0,1,February,Sunday,6,0,0,1
California,60436,3,3,0,0,March,Tuesday,6,2,0,2
California,60437,2,2,0,0,March,Monday,6,1,0,1
California,60438,1,1,0,2,January,Saturday,9,0,0,2
California,60439,1,1,0,1,March,Tuesday,6,0,0,1
California,60440,2,2,0,0,March,Thrusday,3,1,1,3
California,60441,1,1,0,1,January,Wednesday,9,0,0,1
California,60442,2,2,0,0,March,Friday,6,6,0,1
California,60443,1,1,0,1,April,Monday,6,0,0,1
California,60444,1,1,0,0,March,Monday,1,0,0,1
California,60445,1,1,0,0,April,Saturday,3,0,1,1
California,60446,1,1,0,0,May,Monday,9,0,1,1
California,60447,2,2,0,0,April,Thrusday,6,6,0,1
California,60448,2,2,0,0,April,Thrusday,6,6,0,1
California,60449,1,1,0,1,April,Friday,6,0,0,1
California,60450,2,2,0,0,April,Friday,6,6,0,1
California,60451,1,1,0,1,April,Thrusday,9,0,0,1
California,60452,2,2,0,0,March,Saturday,9,6,0,1
California,60453,4,4,0,1,January,Saturday,1,2,0,1
California,60454,1,1,0,1,April,Friday,6,0,0,1
California,60455,1,1,0,1,February,Friday,9,0,0,1
California,60456,3,3,0,0,April,Saturday,6,2,1,1
California,60457,1,1,0,0,February,Thrusday,9,0,1,1
California,60458,3,2,1,0,April,Sunday,9,6,0,1
California,60459,1,1,0,1,April,Friday,6,0,0,1
California,60460,2,2,0,0,April,Friday,6,6,0,2
California,60461,2,2,0,0,April,Sunday,3,2,0,1
California,60462,1,1,0,1,April,Saturday,6,0,0,1
California,60463,1,1,0,1,April,Tuesday,6,0,0,1
California,60464,2,2,0,0,April,Wednesday,6,6,0,1
California,60465,2,2,0,0,April,Wednesday,9,6,0,1
California,60466,3,2,1,0,April,Sunday,9,6,0,1
California,60467,1,1,0,1,April,Thrusday,9,0,0,1
California,60468,1,1,0,1,March,Sunday,9,0,0,1
California,60469,2,2,0,0,April,Friday,6,2,1,1
California,60470,1,1,0,1,April,Sunday,9,0,1,1
California,60471,1,1,0,0,March,Saturday,9,0,0,1
California,60472,1,1,0,0,February,Saturday,9,0,0,1
California,60473,2,2,0,0,April,Sunday,2,2,1,2
California,60474,1,1,0,1,April,Sunday,1,0,0,1
California,60475,2,2,0,0,May,Tuesday,3,6,0,1
California,60476,1,1,0,0,April,Saturday,1,0,1,2
California,60477,2,2,0,0,May,Wednesday,9,6,0,1
California,60478,1,1,0,0,January,Saturday,3,0,1,1
California,60479,2,2,0,0,April,Wednesday,9,6,0,1
California,60480,1,1,0,0,April,Tuesday,9,0,0,1
California,60481,1,1,0,0,April,Sunday,2,0,0,1
California,60482,1,1,0,0,April,Tuesday,9,0,0,1
California,60483,2,2,0,0,January,Wednesday,9,0,0,1
California,60484,2,2,0,0,April,Sunday,9,2,0,1
California,60485,1,1,0,1,April,Friday,9,0,0,1
California,60486,1,1,0,0,April,Saturday,9,0,1,1
California,60487,3,3,0,0,April,Saturday,3,2,0,1
California,60488,2,2,0,0,April,Sunday,3,2,0,1
California,60489,1,1,0,1,April,Thrusday,9,0,0,1
California,60490,1,1,0,0,April,Thrusday,1,0,0,1
California,60491,1,1,0,0,April,Sunday,9,0,1,1
California,60492,1,1,0,0,April,Friday,2,0,0,4
California,60493,2,2,0,0,April,Saturday,9,6,1,1
California,60494,2,2,0,0,April,Friday,3,2,0,1
California,60495,1,1,0,0,May,Saturday,9,0,1,1
California,60496,2,2,0,0,April,Sunday,9,0,0,1
California,60497,3,3,0,0,April,Monday,3,6,0,1
California,60498,1,1,0,0,May,Saturday,2,0,0,1
California,60499,1,1,0,0,April,Saturday,9,0,0,1
California,60500,1,1,0,0,May,Friday,9,0,0,1
California,60501,2,2,0,0,May,Saturday,1,7,0,1
California,60502,1,1,0,1,January,Wednesday,1,0,0,1
